Timestamp,Date,Company_Name,Product_ID,Product_Category,Product_SubCategory,Region/Location,Customer_Gender,Price,Discount (%),Marketing_Spend,Holiday_Flag,Season,Stock_Level,Competitor_Price,Units_Sold
2021-11-22 01:51:36,2023-03-03,Adidas,P00133,Clothing,Jackets,West India,Female,3193.89,7.7,799.55,0,Summer,107,3071.36,7
2023-12-01 02:41:49,2023-09-05,Reliance Trends,P00082,Clothing,Jackets,South India,Female,6294.9,17.1,1081.94,0,Monsoon,251,6538.54,20
2022-08-06 04:40:49,2022-09-25,Reliance Digital,P00319,Electronics,Headphones,East India,Male,3632.26,6.3,510.41,0,Monsoon,5,3580.42,5
2021-11-23 14:23:05,2023-07-31,Croma,P00328,Electronics,Headphones,South India,Male,12051.77,12.0,915.62,0,Monsoon,12,11960.95,5
2021-08-23 00:48:03,2023-02-21,Nike,P00098,Footwear,Shoes,North India,Male,5399.31,16.5,251.31,0,Winter,78,5434.82,11
2022-10-16 20:59:06,2022-06-17,Reliance Trends,P00073,Clothing,Jackets,West India,Female,2203.44,6.2,344.7,0,Summer,265,2088.39,9
2020-08-03 16:23:11,2022-02-12,Croma,P00327,Electronics,Laptop,East India,Male,97629.08,3.8,197.95,0,Winter,45,96834.09,5
2022-12-26 23:21:11,2023-07-10,Zara,P00030,Clothing,Saree,East India,Female,2018.65,21.4,2065.12,0,Monsoon,56,1938.81,12
2024-07-23 23:08:34,2022-10-12,Adidas,P00125,Clothing,Saree,West India,Female,3094.17,19.3,335.48,0,Festive,135,3294.38,19
2020-03-26 18:02:43,2023-02-01,Levi's,P00210,Clothing,T-Shirts,East India,Female,530.5,10.8,391.62,0,Winter,109,529.18,18
2022-03-22 13:37:00,2022-01-12,Max Fashion,P00272,Clothing,Accessories,North India,Female,2294.61,8.9,409.21,0,Winter,40,2119.51,14
2024-12-08 19:54:29,2023-08-30,Uniqlo,P00213,Clothing,Saree,South India,Female,6545.17,11.0,383.97,0,Monsoon,78,6912.96,25
2020-04-28 20:39:48,2022-10-29,Adidas,P00133,Clothing,Jackets,East India,Female,3112.0,28.4,134.97,0,Festive,297,3018.46,13
2023-09-12 03:25:20,2022-09-10,Puma,P00157,Clothing,Saree,North India,Female,7670.04,4.7,738.01,0,Monsoon,41,7333.27,16
2022-09-01 13:28:33,2023-05-14,H&M,P00047,Clothing,Jackets,East India,Female,4749.56,6.2,1711.58,0,Summer,204,5096.75,15
2024-05-07 22:28:02,2022-02-04,Zara,P00022,Clothing,Kurta,West India,Female,1083.55,7.6,595.79,0,Winter,141,1048.25,13
2023-04-11 18:15:10,2023-12-28,Reliance Trends,P00083,Clothing,Jeans,North India,Female,1876.54,4.0,1080.3,0,Winter,66,1919.43,28
2022-03-02 09:29:12,2022-03-31,Uniqlo,P00234,Clothing,Kurta,South India,Female,1927.97,22.3,742.63,0,Summer,278,2006.86,17
2023-09-16 18:48:19,2023-08-28,H&M,P00060,Clothing,Accessories,North India,Female,1230.21,25.0,1102.46,0,Monsoon,235,1194.86,19
2024-06-03 08:04:15,2023-08-25,Levi's,P00188,Clothing,Jeans,North India,Female,2319.81,5.6,317.83,0,Monsoon,295,2394.22,17
2023-02-05 14:19:17,2023-02-22,H&M,P00058,Clothing,Jackets,South India,Female,3738.95,5.9,574.02,0,Winter,142,3500.08,22
2020-08-05 09:37:30,2022-04-25,Decathlon,P00259,Clothing,Jackets,West India,Female,6133.58,4.5,228.76,0,Summer,139,6427.39,10
2022-09-02 07:14:48,2023-09-09,Puma,P00162,Footwear,Sneakers,East India,Male,10883.41,12.2,113.72,0,Monsoon,98,10965.69,10
2022-07-22 01:39:05,2022-07-15,Reliance Digital,P00301,Electronics,Headphones,North India,Male,2011.42,11.7,597.62,0,Monsoon,47,1875.29,7
2023-06-22 19:58:57,2023-05-16,Reliance Digital,P00306,Electronics,Smartwatch,East India,Male,41755.92,9.2,1082.88,0,Summer,55,40394.09,6
2023-06-04 05:08:51,2023-09-18,Zara,P00002,Clothing,T-Shirts,East India,Female,1379.42,10.3,1122.51,0,Monsoon,187,1378.18,20
2024-09-18 11:59:27,2023-05-08,Max Fashion,P00271,Clothing,T-Shirts,East India,Female,1379.8,8.4,884.26,0,Summer,181,1427.14,18
2021-08-19 00:38:03,2022-03-16,Adidas,P00143,Footwear,Sandals,South India,Male,2653.21,14.7,754.21,0,Summer,149,2709.53,24
2023-03-23 23:07:15,2023-02-17,Levi's,P00188,Clothing,Jeans,West India,Female,2555.8,5.2,564.61,0,Winter,87,2719.61,21
2024-11-03 03:33:49,2023-01-11,Croma,P00341,Electronics,Smartphone,South India,Male,41030.74,24.3,833.34,0,Winter,24,39483.68,12
2023-06-15 15:09:33,2023-02-24,Uniqlo,P00224,Clothing,Kurta,East India,Female,1639.89,17.8,804.61,0,Winter,133,1680.71,25
2022-08-02 02:33:31,2023-12-30,Puma,P00180,Clothing,Kurta,North India,Female,959.61,7.5,470.95,0,Winter,289,959.16,12
2021-10-15 00:21:24,2022-10-04,Zara,P00023,Footwear,Sandals,East India,Male,1899.89,39.6,423.95,0,Festive,218,1836.58,13
2024-12-06 22:47:58,2023-11-07,H&M,P00037,Clothing,Accessories,West India,Female,1197.92,16.2,209.44,0,Festive,196,1122.15,20
2023-12-15 16:01:56,2023-01-29,Nike,P00107,Clothing,Saree,East India,Female,4767.75,1.9,676.1,0,Winter,44,4571.03,13
2023-10-05 17:49:26,2023-04-02,Max Fashion,P00297,Clothing,Kurta,West India,Female,2693.95,10.3,392.35,0,Summer,121,2870.76,15
2024-05-07 03:53:44,2022-07-11,Uniqlo,P00229,Clothing,Jeans,South India,Female,3480.08,17.0,684.95,0,Monsoon,259,3388.79,13
2021-06-11 05:06:26,2023-11-20,Reliance Digital,P00313,Electronics,Smartphone,West India,Male,9600.35,31.8,509.6,0,Festive,25,9334.23,10
2022-05-31 16:38:53,2022-04-09,Nike,P00097,Footwear,Shoes,North India,Male,6673.12,12.7,583.85,0,Summer,140,6814.23,11
2020-10-17 03:27:14,2023-07-02,Max Fashion,P00281,Clothing,Jeans,East India,Female,3415.5,8.3,584.67,0,Monsoon,241,3328.42,13
2022-08-22 10:33:10,2022-04-06,Nike,P00110,Clothing,Jeans,South India,Female,1210.13,4.7,334.31,0,Summer,243,1238.97,10
2021-09-10 16:12:14,2023-10-26,H&M,P00037,Clothing,Accessories,South India,Female,1206.66,29.0,210.42,0,Festive,243,1267.91,21
2020-03-16 21:17:20,2023-10-25,H&M,P00040,Clothing,T-Shirts,South India,Female,910.8,22.1,1886.96,0,Festive,292,839.75,19
2022-01-30 16:46:59,2022-07-09,Reliance Trends,P00085,Clothing,Accessories,North India,Female,1202.76,10.5,449.19,0,Monsoon,140,1112.99,12
2020-08-14 06:27:59,2022-02-06,Reliance Digital,P00302,Electronics,Smartwatch,West India,Male,24059.02,7.3,1234.72,0,Winter,70,24683.64,5
2023-07-11 14:57:40,2023-01-04,Levi's,P00188,Clothing,Jeans,West India,Female,2590.83,22.8,402.72,0,Winter,70,2658.51,26
2023-04-07 23:30:35,2023-11-26,Uniqlo,P00240,Clothing,Kurta,South India,Female,1152.1,30.1,379.99,0,Festive,342,1134.52,14
2023-05-26 16:16:38,2023-06-09,Zara,P00019,Clothing,Kurta,West India,Female,1680.9,20.5,116.68,0,Summer,195,1616.53,13
2021-04-03 11:43:00,2022-10-06,Croma,P00347,Electronics,Smartwatch,South India,Male,24663.8,24.7,952.39,0,Festive,69,25010.5,10
2020-11-27 03:43:29,2022-08-05,Reliance Digital,P00325,Electronics,Smartphone,North India,Male,83490.59,11.1,614.35,0,Monsoon,58,85813.53,6
2021-11-10 21:58:40,2022-09-30,Decathlon,P00261,Clothing,Jackets,West India,Female,6428.58,13.8,473.06,0,Monsoon,53,5956.15,14
2024-05-28 05:43:45,2022-03-03,Puma,P00158,Footwear,Sandals,South India,Male,4041.72,12.4,536.35,0,Summer,90,3931.6,12
2020-06-05 00:33:14,2023-08-19,Reliance Digital,P00304,Electronics,Smartphone,West India,Male,49192.39,22.7,373.15,0,Monsoon,46,50714.97,5
2021-01-12 01:09:11,2023-12-30,Nike,P00112,Footwear,Shoes,South India,Male,2806.37,3.9,372.39,0,Winter,109,2698.84,14
2021-02-18 06:29:02,2022-12-08,Adidas,P00144,Clothing,T-Shirts,West India,Female,729.34,7.9,1103.5,0,Winter,43,780.44,13
2024-07-08 04:03:48,2023-02-01,Decathlon,P00256,Footwear,Shoes,West India,Male,6633.07,5.0,1462.81,0,Winter,196,6224.81,14
2023-10-07 00:39:59,2023-11-30,Zara,P00018,Footwear,Sneakers,East India,Male,8192.09,35.4,2447.24,0,Festive,28,8086.06,11
2024-08-29 04:17:37,2022-01-19,Levi's,P00184,Clothing,T-Shirts,West India,Female,1484.15,5.4,47.56,0,Winter,152,1557.64,7
2021-05-09 11:40:24,2022-06-26,Max Fashion,P00287,Clothing,Jeans,West India,Female,2073.59,7.0,102.67,0,Summer,167,1993.51,13
2023-10-30 07:38:01,2023-09-04,Adidas,P00131,Footwear,Sneakers,West India,Male,7780.08,13.3,316.0,0,Monsoon,24,7350.25,12
2022-02-07 03:31:51,2023-01-31,Max Fashion,P00281,Clothing,Jeans,East India,Female,3145.18,23.2,324.91,0,Winter,235,3067.83,14
2024-06-07 14:55:53,2023-03-21,Decathlon,P00245,Clothing,T-Shirts,East India,Female,436.93,20.9,1972.78,0,Summer,267,429.85,19
2022-01-13 07:27:53,2022-08-21,Zara,P00008,Footwear,Sneakers,West India,Male,14258.91,14.5,315.7,0,Monsoon,60,14536.26,12
2023-09-28 15:16:41,2022-03-17,Levi's,P00193,Clothing,Jackets,East India,Female,8463.71,7.9,436.84,0,Summer,136,7922.66,6
2022-06-06 17:26:07,2022-09-22,Reliance Digital,P00318,Electronics,Smartwatch,North India,Male,7864.77,14.7,2997.09,0,Monsoon,37,7555.91,7
2022-04-24 04:32:49,2023-03-31,Zara,P00007,Clothing,Jeans,South India,Female,1223.2,10.3,1612.14,0,Summer,55,1142.01,24
2022-09-20 07:16:22,2023-12-19,Adidas,P00136,Clothing,Saree,East India,Female,4020.48,8.4,179.69,0,Winter,279,4299.49,12
2021-03-05 21:55:04,2023-01-19,Zara,P00019,Clothing,Kurta,North India,Female,1549.0,17.4,71.21,0,Winter,79,1432.94,11
2021-12-19 12:06:21,2023-07-18,Adidas,P00139,Footwear,Sneakers,South India,Male,6248.79,12.5,525.07,0,Monsoon,94,6478.76,9
2021-04-19 17:59:10,2023-05-21,Puma,P00177,Clothing,Accessories,West India,Female,2043.45,19.5,805.36,0,Summer,190,1982.88,11
2020-07-18 13:15:01,2023-01-02,Zara,P00011,Clothing,T-Shirts,South India,Female,406.58,21.0,904.97,0,Winter,198,426.27,13
2023-06-20 08:48:43,2022-05-24,H&M,P00041,Footwear,Sandals,West India,Male,1048.94,14.9,607.94,0,Summer,30,1034.68,14
2024-08-12 20:01:09,2022-03-10,Nike,P00114,Footwear,Sneakers,East India,Male,13459.09,9.5,192.85,0,Summer,93,13481.86,13
2023-07-15 18:22:26,2022-04-09,Puma,P00180,Clothing,Kurta,West India,Female,1115.14,19.2,364.63,0,Summer,193,1098.16,12
2021-10-04 14:41:23,2023-01-31,Levi's,P00194,Clothing,Jeans,North India,Female,2678.38,7.4,592.05,0,Winter,304,2687.09,23
2023-04-25 01:29:44,2022-01-25,Levi's,P00196,Clothing,Accessories,West India,Female,1147.32,5.4,828.75,0,Winter,349,1085.81,15
2024-11-23 14:35:01,2023-04-14,Croma,P00348,Electronics,Smartphone,North India,Male,12017.31,13.7,282.45,0,Summer,53,12189.96,5
2024-01-21 22:11:12,2023-04-29,Uniqlo,P00225,Clothing,Accessories,West India,Female,955.69,16.9,765.98,0,Summer,204,996.14,17
2022-12-28 21:02:15,2023-07-19,Croma,P00331,Electronics,Headphones,North India,Male,8460.25,6.7,976.98,0,Monsoon,53,8731.86,6
2023-04-26 15:30:43,2022-05-31,Reliance Digital,P00323,Electronics,Laptop,East India,Male,112312.18,7.1,494.11,0,Summer,11,119423.88,7
2024-07-30 04:38:02,2022-05-24,Decathlon,P00261,Clothing,Jackets,West India,Female,7223.47,6.1,770.4,0,Summer,287,7056.04,9
2024-02-25 21:01:43,2023-07-23,Nike,P00116,Footwear,Sneakers,South India,Male,14008.26,1.3,911.07,0,Monsoon,194,14468.75,15
2022-04-27 23:31:55,2022-02-08,Adidas,P00150,Clothing,Kurta,South India,Female,1417.97,3.9,459.72,0,Winter,272,1524.27,20
2024-02-17 20:05:31,2022-04-19,Nike,P00118,Clothing,Jeans,West India,Female,1478.77,21.8,584.35,0,Summer,146,1543.29,16
2023-04-23 03:17:40,2023-11-24,Puma,P00165,Footwear,Sneakers,North India,Male,2581.52,29.2,128.48,0,Festive,37,2685.81,17
2023-06-10 04:02:09,2022-02-11,Decathlon,P00252,Clothing,Kurta,East India,Female,1498.99,20.0,986.19,0,Winter,351,1592.65,17
2023-12-23 03:08:07,2022-07-05,Decathlon,P00267,Clothing,Jackets,South India,Female,7544.4,12.3,584.4,0,Monsoon,68,6999.99,14
2024-07-17 11:08:41,2023-02-02,H&M,P00044,Footwear,Shoes,South India,Male,10754.78,5.9,441.68,0,Winter,88,11063.31,14
2023-05-09 04:16:46,2022-08-11,Levi's,P00181,Clothing,Jackets,North India,Female,4695.66,7.5,132.73,0,Monsoon,147,4346.93,11
2020-09-17 19:34:34,2023-09-26,Reliance Trends,P00077,Clothing,T-Shirts,North India,Female,1301.27,13.8,281.75,0,Monsoon,294,1348.42,24
2021-02-25 14:29:12,2022-05-13,Nike,P00116,Footwear,Sneakers,West India,Male,13939.4,11.6,867.37,0,Summer,163,14316.75,11
2021-07-18 14:41:54,2022-06-12,Reliance Trends,P00067,Clothing,Saree,West India,Female,2753.11,21.9,1132.8,0,Summer,287,2916.23,18
2022-03-19 06:39:38,2022-08-03,Zara,P00013,Clothing,Jeans,North India,Female,2942.1,11.9,649.81,0,Monsoon,70,2812.31,10
2022-10-14 01:11:02,2022-08-23,Nike,P00092,Clothing,Saree,West India,Female,7595.01,1.7,969.93,0,Monsoon,268,7609.61,20
2023-11-13 16:50:21,2023-10-20,Decathlon,P00246,Clothing,Jeans,South India,Female,3584.46,28.8,559.42,0,Festive,92,3802.9,15
2022-11-14 13:51:53,2023-08-11,Decathlon,P00267,Clothing,Jackets,East India,Female,7131.66,19.2,720.45,0,Monsoon,118,7030.68,18
2022-05-14 12:19:01,2022-01-09,Adidas,P00139,Footwear,Sneakers,West India,Male,5786.99,2.7,674.57,0,Winter,98,6167.29,10
2022-02-22 18:43:42,2022-03-15,Croma,P00341,Electronics,Smartphone,West India,Male,46452.36,5.6,705.04,0,Summer,44,43835.26,6
2024-01-01 04:37:10,2023-05-07,Decathlon,P00244,Footwear,Sneakers,North India,Male,6813.87,14.1,275.45,0,Summer,170,6566.4,13
2024-08-02 21:59:59,2022-09-10,Croma,P00341,Electronics,Smartphone,North India,Male,40159.58,17.7,293.21,0,Monsoon,53,41912.88,7
2022-12-23 06:56:04,2022-08-18,Max Fashion,P00273,Clothing,T-Shirts,North India,Female,1372.46,21.1,278.61,0,Monsoon,268,1311.41,17
2020-08-01 04:33:23,2023-06-03,Reliance Digital,P00304,Electronics,Smartphone,South India,Male,49355.13,19.3,185.53,0,Summer,59,51170.04,5
2020-04-06 09:45:51,2022-06-23,Levi's,P00191,Clothing,Saree,North India,Female,2518.76,20.8,1662.06,0,Summer,137,2623.98,14
2021-09-11 09:24:35,2023-10-15,Nike,P00097,Footwear,Shoes,South India,Male,6922.71,45.3,1628.76,0,Festive,234,6639.87,16
2021-04-18 10:27:04,2022-06-17,Croma,P00331,Electronics,Headphones,North India,Male,8048.03,13.6,1129.43,0,Summer,47,8466.09,5
2021-01-27 03:43:05,2022-06-19,Levi's,P00205,Clothing,Jeans,South India,Female,2323.51,13.0,57.53,0,Summer,175,2279.38,16
2020-12-21 09:29:43,2023-01-28,Adidas,P00137,Clothing,Accessories,West India,Female,1796.73,4.5,1283.24,0,Winter,336,1926.29,11
2023-12-15 19:26:49,2023-09-26,Reliance Trends,P00077,Clothing,T-Shirts,South India,Female,1136.53,7.8,384.66,0,Monsoon,279,1139.06,14
2023-02-20 02:49:04,2022-07-13,H&M,P00037,Clothing,Accessories,East India,Female,1053.08,11.7,840.06,0,Monsoon,92,1104.57,13
2020-12-21 20:11:22,2023-06-01,Max Fashion,P00286,Footwear,Shoes,South India,Male,1390.34,3.9,569.42,0,Summer,134,1308.37,8
2022-08-24 08:44:34,2022-01-29,Reliance Digital,P00303,Electronics,Headphones,South India,Male,11002.3,2.7,307.68,0,Winter,62,10827.7,5
2024-12-02 21:51:41,2022-06-14,Adidas,P00135,Clothing,Kurta,North India,Female,2588.82,2.8,71.37,0,Summer,243,2473.04,17
2022-08-27 05:13:05,2023-02-26,Adidas,P00142,Clothing,Accessories,North India,Female,980.5,10.6,60.02,0,Winter,85,941.58,15
2023-05-17 08:41:54,2022-12-05,Decathlon,P00254,Clothing,T-Shirts,West India,Female,748.84,4.9,282.11,0,Winter,48,702.57,15
2020-08-24 02:42:28,2023-10-10,H&M,P00048,Clothing,Accessories,South India,Female,1843.37,26.8,1049.93,0,Festive,321,1926.87,34
2020-11-12 14:18:42,2023-05-11,Decathlon,P00255,Clothing,Saree,South India,Female,3060.71,17.2,857.83,0,Summer,76,3003.49,23
2021-01-11 02:31:10,2022-12-31,Adidas,P00134,Footwear,Sneakers,East India,Male,5490.24,9.9,848.45,0,Winter,73,5345.56,9
2022-12-14 17:23:20,2022-12-08,Max Fashion,P00290,Clothing,Jeans,North India,Female,2719.87,20.9,1176.99,0,Winter,132,2669.93,18
2023-02-25 07:46:03,2023-05-15,Levi's,P00208,Clothing,Jeans,West India,Female,2749.94,10.3,503.9,0,Summer,289,2894.8,15
2024-04-20 23:10:15,2023-10-19,Nike,P00101,Clothing,Saree,North India,Female,1863.44,16.9,278.24,0,Festive,152,1792.44,27
2020-02-09 07:24:44,2023-05-26,H&M,P00046,Footwear,Sneakers,East India,Male,10992.89,20.0,884.08,0,Summer,161,11665.38,13
2024-03-03 00:05:18,2022-11-23,Reliance Trends,P00070,Clothing,Saree,West India,Female,10662.46,21.9,138.27,0,Festive,283,9890.05,17
2023-09-08 21:50:51,2022-08-05,Adidas,P00136,Clothing,Saree,North India,Female,3842.91,25.1,685.97,0,Monsoon,35,3680.01,14
2023-11-29 08:39:01,2022-10-28,Max Fashion,P00280,Footwear,Sneakers,East India,Male,12785.24,25.0,238.29,0,Festive,98,11993.41,13
2023-09-15 00:16:30,2022-05-12,Reliance Trends,P00067,Clothing,Saree,South India,Female,2799.21,10.3,2320.48,0,Summer,226,2678.75,24
2024-06-09 00:15:25,2022-03-11,Zara,P00004,Clothing,Kurta,South India,Female,1932.91,22.9,688.76,0,Summer,141,2085.24,18
2024-07-30 01:04:49,2022-09-09,Uniqlo,P00224,Clothing,Kurta,East India,Female,1421.68,27.6,603.36,0,Monsoon,255,1497.73,13
2023-12-15 07:30:03,2023-02-19,Zara,P00001,Clothing,Jeans,West India,Female,2051.19,5.6,991.17,0,Winter,62,2083.74,26
2022-04-13 21:01:19,2023-03-21,Max Fashion,P00290,Clothing,Jeans,West India,Female,2500.66,13.7,1011.16,0,Summer,72,2504.31,12
2022-02-01 17:26:46,2022-07-01,Nike,P00109,Footwear,Shoes,East India,Male,3499.75,14.5,1132.69,0,Monsoon,140,3726.31,12
2022-05-16 14:23:50,2022-06-16,Decathlon,P00265,Clothing,Saree,North India,Female,9556.77,10.4,314.64,0,Summer,287,9546.9,20
2022-01-27 15:46:32,2022-04-01,Reliance Trends,P00063,Clothing,Accessories,West India,Female,2430.93,14.0,1002.89,0,Summer,235,2590.14,19
2024-11-05 11:04:09,2023-12-15,Decathlon,P00266,Clothing,Kurta,West India,Female,2307.5,7.6,160.73,0,Winter,67,2408.8,13
2022-11-11 03:33:01,2023-06-15,Adidas,P00138,Clothing,Saree,West India,Female,6754.51,1.5,1790.53,0,Summer,87,6269.93,18
2024-03-15 18:09:50,2022-02-08,H&M,P00044,Footwear,Shoes,North India,Male,9975.78,21.1,997.34,0,Winter,198,9776.5,8
2021-07-18 22:57:44,2022-05-06,Decathlon,P00262,Footwear,Shoes,East India,Male,12526.2,8.6,1086.04,0,Summer,82,12979.5,10
2021-10-21 00:48:08,2023-03-27,Uniqlo,P00216,Clothing,Kurta,West India,Female,1214.72,16.1,685.4,0,Summer,74,1119.39,18
2022-03-13 16:09:07,2022-06-22,Adidas,P00121,Clothing,Accessories,East India,Female,2485.64,15.4,841.74,0,Summer,237,2315.53,17
2022-05-18 20:50:52,2023-10-15,Puma,P00152,Clothing,Jeans,East India,Female,1642.96,29.4,185.92,0,Festive,241,1597.57,11
2024-09-22 18:46:58,2022-08-08,Uniqlo,P00213,Clothing,Saree,East India,Female,7324.3,11.0,185.85,0,Monsoon,298,7368.66,13
2024-05-24 02:31:11,2023-09-30,Uniqlo,P00234,Clothing,Kurta,North India,Female,1711.48,10.0,1082.06,0,Monsoon,162,1605.15,8
2020-09-22 23:45:54,2022-02-27,Nike,P00111,Footwear,Shoes,South India,Male,4002.77,3.1,258.68,0,Winter,49,3816.98,7
2023-06-16 17:28:38,2023-10-22,Reliance Digital,P00320,Electronics,Smartphone,South India,Male,24290.97,22.0,1250.77,0,Festive,62,24786.97,12
2024-09-20 20:56:18,2023-04-21,Uniqlo,P00222,Clothing,T-Shirts,West India,Female,966.04,12.3,613.9,0,Summer,99,972.61,28
2024-01-19 04:04:30,2023-04-01,Uniqlo,P00226,Clothing,Saree,South India,Female,3484.41,3.7,646.81,0,Summer,210,3469.16,13
2023-10-24 10:18:58,2022-12-27,Levi's,P00210,Clothing,T-Shirts,West India,Female,561.03,24.3,464.33,0,Winter,301,543.28,14
2020-10-16 02:33:38,2022-01-01,Reliance Trends,P00071,Footwear,Sandals,North India,Male,3799.46,21.8,600.58,1,Winter,206,3630.86,9
2021-11-19 11:25:31,2023-01-22,Reliance Trends,P00089,Footwear,Sandals,East India,Male,4879.8,17.3,500.67,0,Winter,97,4618.71,6
2022-01-25 22:08:52,2022-12-14,Decathlon,P00262,Footwear,Shoes,West India,Male,11328.28,12.4,700.33,0,Winter,108,11055.3,14
2024-12-11 19:55:39,2022-07-09,Levi's,P00188,Clothing,Jeans,East India,Female,2334.33,15.7,633.25,0,Monsoon,131,2184.33,14
2024-01-10 08:51:35,2023-05-20,Nike,P00112,Footwear,Shoes,East India,Male,2553.96,12.4,528.07,0,Summer,179,2690.06,15
2023-08-14 23:51:49,2022-07-10,Uniqlo,P00239,Clothing,T-Shirts,East India,Female,1107.51,8.6,599.27,0,Monsoon,288,1021.04,12
2022-12-29 00:53:38,2023-05-23,Decathlon,P00256,Footwear,Shoes,East India,Male,7192.73,7.8,143.85,0,Summer,118,7623.31,10
2022-04-21 16:59:34,2023-01-04,Adidas,P00150,Clothing,Kurta,West India,Female,1316.25,9.3,577.75,0,Winter,259,1331.04,15
2022-02-20 02:01:00,2023-02-13,Adidas,P00127,Clothing,T-Shirts,East India,Female,1353.46,5.7,131.04,0,Winter,189,1391.47,10
2021-01-09 20:45:16,2022-04-27,Reliance Digital,P00319,Electronics,Headphones,South India,Male,3902.18,21.5,373.75,0,Summer,35,4047.56,5
2022-09-07 08:57:36,2022-05-14,Max Fashion,P00274,Clothing,T-Shirts,South India,Female,1352.55,5.3,1155.33,0,Summer,104,1374.55,17
2024-07-22 20:54:46,2022-02-27,Croma,P00333,Electronics,Headphones,North India,Male,1161.46,4.2,180.15,0,Winter,39,1212.66,4
2021-08-18 02:19:48,2023-07-10,Adidas,P00139,Footwear,Sneakers,South India,Male,6422.03,13.1,94.26,0,Monsoon,172,5930.21,8
2024-02-13 08:27:48,2023-11-16,Nike,P00103,Footwear,Sandals,South India,Male,2018.59,29.6,29.91,0,Festive,124,2113.82,13
2024-06-17 23:45:37,2023-11-03,Decathlon,P00242,Clothing,Jeans,East India,Female,3336.5,36.4,130.1,0,Festive,106,3107.62,15
2020-11-08 07:46:11,2022-06-22,Nike,P00117,Clothing,T-Shirts,East India,Female,1294.08,13.3,50.31,0,Summer,280,1315.17,22
2022-07-09 09:44:14,2022-05-29,Uniqlo,P00214,Clothing,Kurta,South India,Female,1121.15,1.0,709.2,0,Summer,172,1056.95,13
2023-01-26 05:14:34,2022-03-21,Zara,P00017,Clothing,T-Shirts,South India,Female,699.42,2.5,291.87,0,Summer,272,648.95,31
2022-07-28 02:42:19,2022-08-01,Puma,P00179,Footwear,Sneakers,South India,Male,14960.96,9.4,540.53,0,Monsoon,46,15427.87,11
2024-07-17 11:59:57,2022-07-22,Uniqlo,P00224,Clothing,Kurta,North India,Female,1545.47,6.2,842.75,0,Monsoon,66,1614.65,11
2022-05-02 06:08:07,2022-08-17,Decathlon,P00270,Footwear,Sneakers,South India,Male,5018.2,24.8,128.84,0,Monsoon,103,4866.53,7
2020-06-18 09:45:16,2023-11-07,Reliance Digital,P00313,Electronics,Smartphone,North India,Male,8898.43,41.3,370.14,0,Festive,52,8856.92,9
2021-01-27 08:04:52,2022-08-15,Croma,P00349,Electronics,Smartphone,East India,Male,34291.24,28.1,260.47,1,Monsoon,16,35086.89,7
